huc12,tohuc,name,areasqkm,states,sum.ras_crp_18_2012_50m,sum.ras_crp_18_2013_50m,sum.ras_crp_18_2014_50m,sum.ras_crp_18_2015_50m,sum.ras_crp_18_2016_50m,sum.ras_crp_18_2017_50m,sum.ras_crp_18_2018_50m,sum.ras_crp_18_2019_50m,sum.ras_crp_18_2020_50m,sum.ras_crp_18_2021_50m,sum.ras_crp_18_2022_50m
051401040703,051401040706,Highland Creek-West Fork Blue River,80.43,IN,194,194,194,194,206,358,358,358,200,210.94778442382813,200
051402010404,051402010405,Blackhawk Creek-Anderson River,80.37,IN,1154,1500,1306,1312,1312,1312,1154,996,996,978,978
051402010907,051402010908,Barren Fork,85.24,IN,5438,5390,5076,4842,4544,4690,4720,3772,3592,3276,2960
041000040605,041000040606,Sly Run Creek,39.71,IN,153.94595336914063,153.94595336914063,153.94595336914063,153.94595336914063,153.94595336914063,153.94595336914063,153.94595336914063,153.94595336914063,0,0,16.310087203979492
041000030805,041000030806,Ely Run-Saint Joseph River,73.06,IN,6563.02490234375,6247.02490234375,6407.02490234375,6563.02490234375,2715.025146484375,1767.025146484375,1689.025146484375,1689.025146484375,1427.025146484375,1349.025146484375,1349.025146484375
051402020604,051402020605,McFadden Creek,52.84,IN,7456,5698,5376,5698,6008,4726,4726,4410,4410,4094,3930
051402020105,051402020107,Headwaters Smith Fork,59.39,IN,5264,4632,4304,3842,4000,4000,8762,8762,8592,8592,8434
041000040606,041000050102,Junk Ditch-Saint Marys River,48.27,IN,0,0,0,0,0,0,0,0,0,0,0
051402020301,051402020302,Headwaters Bluegrass Creek,46.32,IN,3202,3202,3202,3202,3032,3032,1768,1914,1914,1914,802
051402020303,051402020306,Little Pigeon Creek,45.26,IN,0,0,0,0,0,0,0,0,0,0,0
051402020305,051402020306,Locust Creek,19.87,IN,12,12,12,12,12,12,12,12,165.24960327148438,12,158
041000030806,041000050102,Becketts Run-Saint Joseph River,53.38,IN,2698,2698,2698,2698,2698,2686,2528,2528,2528,2528,2529.68994140625
050800030104,050800030108,Little Creek-Whitewater River,77.48,IN,8662.13671875,8340.13671875,8790.13671875,8170.13671875,6910.13671875,6928.13671875,6484.64599609375,6648.64599609375,6484.64599609375,6118,12596
050800030102,050800030107,Jordan Creek-Martindale Creek,84.67,IN,15472.322265625,14212.322265625,12736.322265625,12918.322265625,12462.322265625,12462.322265625,23928.322265625,12244.322265625,12366.322265625,10376.9677734375,9872.9677734375
